REF_DATE,Institution,Rank,total_teaching_staff,teaching_staff_excluded,average_salary,median_salary,tenth_percentile_salaries,nintyth_percentile_salaries
2017/2018,Université de Sherbrooke - Including medical and dental,Males,642,3,124750,126050,98200,147400
2017/2018,Université de Sherbrooke - Including medical and dental,Rank or level below assistant professor,33,-Inf,73600,72475,64600,82400
2017/2018,Université du Québec à Chicoutimi,All ranks combined (including deans),240,-Inf,118675,117500,88125,147000
2017/2018,Université du Québec à Chicoutimi,Assistant professor,30,-Inf,85150,86175,77100,92150
2017/2018,Université du Québec à Chicoutimi,Associate professor,123,6,115625,114925,99050,132400
2017/2018,Université du Québec à Chicoutimi,Associate professor - With senior administrative duties,36,-Inf,122650,124500,102000,138425
2017/2018,Université du Québec à Chicoutimi,Associate professor - Without senior administrative duties,87,-Inf,112675,110725,99050,132400
2017/2018,Université du Québec à Chicoutimi,Females,96,-Inf,113725,112725,88125,138975
2017/2018,Université du Québec à Chicoutimi,Full professor,66,-Inf,143475,146350,131775,154450
2017/2018,Université du Québec à Chicoutimi,Full professor - With senior administrative duties,24,-Inf,147725,147425,135275,160775
2017/2018,Université du Québec à Chicoutimi,Full professor - Without senior administrative duties,42,-Inf,140850,142000,129075,147000
2017/2018,Université du Québec à Chicoutimi,Males,144,-Inf,122025,123500,85175,148575
2017/2018,Université du Québec à Chicoutimi,Rank or level below assistant professor,18,-Inf,92800,100850,57125,111025
2017/2018,Université du Québec à Chicoutimi,Visiting Staff,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec à Montréal,All ranks combined (including deans),1101,42,119300,118725,96700,141700
2017/2018,Université du Québec à Montréal,Assistant professor,84,18,87150,86650,81050,97600
2017/2018,Université du Québec à Montréal,Associate professor,612,18,111700,110500,97375,127625
2017/2018,Université du Québec à Montréal,Associate professor - With senior administrative duties,132,-Inf,115500,115525,102525,127625
2017/2018,Université du Québec à Montréal,Associate professor - Without senior administrative duties,483,15,110675,108850,97375,126350
2017/2018,Université du Québec à Montréal,Females,501,18,116500,115600,94825,141700
2017/2018,Université du Québec à Montréal,Full professor,396,9,136925,141700,123300,142050
2017/2018,Université du Québec à Montréal,Full professor - With senior administrative duties,111,6,137825,141700,121025,148375
2017/2018,Université du Québec à Montréal,Full professor - Without senior administrative duties,282,-Inf,136575,141700,124300,141700
2017/2018,Université du Québec à Montréal,Males,603,24,121625,122625,97375,141700
2017/2018,Université du Québec à Montréal,Other (not elsewhere classified),-Inf,6,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec à Montréal,Visiting Staff,-Inf,24,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec à Rimouski,All ranks combined (including deans),198,6,116425,117875,92800,140950
2017/2018,Université du Québec à Rimouski,Assistant professor,18,-Inf,84625,82425,73750,97075
2017/2018,Université du Québec à Rimouski,Associate professor,69,3,103675,103550,94725,114925
2017/2018,Université du Québec à Rimouski,Associate professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec à Rimouski,Associate professor - Without senior administrative duties,69,-Inf,103650,103550,94725,115550
2017/2018,Université du Québec à Rimouski,Females,84,-Inf,111925,109900,93750,139950
2017/2018,Université du Québec à Rimouski,Full professor,108,-Inf,129600,131450,111075,140950
2017/2018,Université du Québec à Rimouski,Full professor - With senior administrative duties,9,-Inf,137325,138200,118975,158550
2017/2018,Université du Québec à Rimouski,Full professor - Without senior administrative duties,99,-Inf,128800,130150,111075,140950
2017/2018,Université du Québec à Rimouski,Males,114,3,119850,122300,91625,140950
2017/2018,Université du Québec à Rimouski,Visiting Staff,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec à Trois-Rivières,All ranks combined (including deans),429,-Inf,118100,120200,91450,143075
2017/2018,Université du Québec à Trois-Rivières,Assistant professor,45,-Inf,85500,84925,81225,95575
2017/2018,Université du Québec à Trois-Rivières,Associate professor,213,-Inf,111375,109925,95450,128850
2017/2018,Université du Québec à Trois-Rivières,Associate professor - With senior administrative duties,18,-Inf,117425,118775,99450,128850
2017/2018,Université du Québec à Trois-Rivières,Associate professor - Without senior administrative duties,195,-Inf,110825,108300,95450,128850
2017/2018,Université du Québec à Trois-Rivières,Females,186,-Inf,113175,110750,86200,139500
2017/2018,Université du Québec à Trois-Rivières,Full professor,168,-Inf,134600,136150,118475,143075
2017/2018,Université du Québec à Trois-Rivières,Full professor - With senior administrative duties,30,-Inf,136150,136850,114350,144350
2017/2018,Université du Québec à Trois-Rivières,Full professor - Without senior administrative duties,138,-Inf,134275,136150,118475,143075
2017/2018,Université du Québec à Trois-Rivières,Males,243,-Inf,121875,126950,95450,143075
2017/2018,Université du Québec à Trois-Rivières,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec en Abitibi-Témiscamingue,All ranks combined (including deans),114,9,109200,107625,81325,137825
2017/2018,Université du Québec en Abitibi-Témiscamingue,Assistant professor,33,6,83400,83150,76075,93650
2017/2018,Université du Québec en Abitibi-Témiscamingue,Associate professor,57,-Inf,109875,109225,93450,123775
2017/2018,Université du Québec en Abitibi-Témiscamingue,Associate professor - With senior administrative duties,9,-Inf,121575,-Inf,-Inf,-Inf
2017/2018,Université du Québec en Abitibi-Témiscamingue,Associate professor - Without senior administrative duties,51,-Inf,108200,107625,93450,123675
2017/2018,Université du Québec en Abitibi-Témiscamingue,Females,48,3,105475,106025,79500,133300
2017/2018,Université du Québec en Abitibi-Témiscamingue,Full professor,24,-Inf,138475,134625,125125,156400
2017/2018,Université du Québec en Abitibi-Témiscamingue,Full professor - With senior administrative duties,9,-Inf,147075,147525,126800,170750
2017/2018,Université du Québec en Abitibi-Témiscamingue,Full professor - Without senior administrative duties,15,-Inf,132750,132150,122650,141575
2017/2018,Université du Québec en Abitibi-Témiscamingue,Males,66,3,112075,110875,83150,144150
2017/2018,Université du Québec en Abitibi-Témiscamingue,Visiting Staff,-Inf,6,-Inf,-Inf,-Inf,-Inf
2017/2018,Université du Québec en Outaouais,All ranks combined (including deans),243,9,106450,104300,80000,136050
2017/2018,Université du Québec en Outaouais,Assistant professor,54,9,80425,80000,73175,86825
2017/2018,Université du Québec en Outaouais,Associate professor,129,-Inf,106375,104300,91925,122900
2017/2018,Université du Québec en Outaouais,Associate professor - With senior administrative duties,30,-Inf,113400,113875,96725,128000
2017/2018,Université du Québec en Outaouais,Associate professor - Without senior administrative duties,102,-Inf,104350,102775,91925,121450
2017/2018,Université du Québec en Outaouais,Females,129,9,102550,101250,78250,131400
2017/2018,Université du Québec en Outaouais,Full professor,54,-Inf,130350,132850,110025,142750
2017/2018,Université du Québec en Outaouais,Full professor - With senior administrative duties,15,-Inf,134025,136250,105250,157400
2017/2018,Université du Québec en Outaouais,Full professor - Without senior administrative duties,39,-Inf,128975,131150,114825,136475
2017/2018,Université du Québec en Outaouais,Males,114,-Inf,110850,109425,88125,136475
2017/2018,Université du Québec en Outaouais,Visiting Staff,-Inf,6,-Inf,-Inf,-Inf,-Inf
2017/2018,"Université du Québec, École de technologie supérieure",All ranks combined (including deans),210,-Inf,130475,131125,105575,151525
2017/2018,"Université du Québec, École de technologie supérieure",Assistant professor,30,-Inf,116550,118625,101275,129150
2017/2018,"Université du Québec, École de technologie supérieure",Associate professor,84,6,123425,125875,113825,133150
2017/2018,"Université du Québec, École de technologie supérieure",Associate professor - With senior administrative duties,6,6,-Inf,-Inf,-Inf,-Inf
2017/2018,"Université du Québec, École de technologie supérieure",Associate professor - Without senior administrative duties,81,-Inf,123275,125875,113825,133150
2017/2018,"Université du Québec, École de technologie supérieure",Females,36,-Inf,126350,128650,99175,151525
2017/2018,"Université du Québec, École de technologie supérieure",Full professor,75,-Inf,147700,151525,136450,151525
2017/2018,"Université du Québec, École de technologie supérieure",Full professor - With senior administrative duties,12,-Inf,147700,151650,127600,160925
2017/2018,"Université du Québec, École de technologie supérieure",Full professor - Without senior administrative duties,66,-Inf,147700,151525,137825,151525
2017/2018,"Université du Québec, École de technologie supérieure",Males,174,-Inf,131325,132150,106650,151525
2017/2018,"Université du Québec, École de technologie supérieure",Rank or level below assistant professor,12,-Inf,92750,92375,80475,105525
2017/2018,"Université du Québec, Institut national de la recherche scientifique",All ranks combined (including deans),147,-Inf,124850,126450,102725,145875
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Assistant professor,21,-Inf,100300,102725,87850,108025
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Associate professor,57,-Inf,117450,117800,104950,130425
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Associate professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Associate professor - Without senior administrative duties,54,-Inf,117725,117800,104950,130425
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Females,39,-Inf,123575,122450,98175,145875
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Full professor,66,6,137100,138625,121850,145875
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Full professor - With senior administrative duties,15,3,134325,134850,118375,145875
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Full professor - Without senior administrative duties,51,-Inf,137900,139400,122075,145875
2017/2018,"Université du Québec, Institut national de la recherche scientifique",Males,108,-Inf,125300,126675,102725,145875
2017/2018,Université Laval - Excluding medical and dental,All ranks combined (including deans),1077,27,125375,132125,92350,140225
2017/2018,Université Laval - Excluding medical and dental,Assistant professor,150,9,92775,90800,84875,107100
2017/2018,Université Laval - Excluding medical and dental,Associate professor,228,12,112625,110625,101175,123375
